Entity,Year,Life expectancy - Type: period - Sex: both - Age: 0
Antigua and Barbuda,2008,764.103
Argentina,2008,756.411
Armenia,2008,723.985
Aruba,2008,741.468
Asia (UN),2008,705.111
Australia,2008,814.589
Austria,2008,803.639
Azerbaijan,2008,688.112
Bahamas,2008,726.671
Bahrain,2008,780.838
Bangladesh,2008,670.506
Barbados,2008,754.471
Belarus,2008,709.218
Belgium,2008,795.769
Belize,2008,711.507
Benin,2008,578.689
Bermuda,2008,786.229
Bhutan,2008,674.991
Bolivia,2008,654.459
Bonaire Sint Eustatius and Saba,2008,754.917
Bosnia and Herzegovina,2008,768.378
Botswana,2008,571.206
Brazil,2008,727.153
British Virgin Islands,2008,750.071
Brunei,2008,74.84
Bulgaria,2008,733.647
Burkina Faso,2008,55.342
Burundi,2008,557.101
Cambodia,2008,664.698
Cameroon,2008,556.548
Canada,2008,807.388
Cape Verde,2008,725.077
Cayman Islands,2008,75.256
Central African Republic,2008,480.155
Chad,2008,490.239
Chile,2008,784.841
China,2008,748.719
Colombia,2008,74.295
Comoros,2008,604.747
Congo,2008,604.265
Cook Islands,2008,728.196
Costa Rica,2008,784.451
Cote d'Ivoire,2008,536.532
Croatia,2008,762.096
Cuba,2008,774.294
Curacao,2008,741.475
Cyprus,2008,789.812
Czechia,2008,771.743
Democratic Republic of Congo,2008,553.386
Denmark,2008,787.134
Djibouti,2008,593.653
Dominica,2008,733.054
Dominican Republic,2008,716.577
East Timor,2008,64.329
Ecuador,2008,74.983
Egypt,2008,693.186
El Salvador,2008,714.236
Equatorial Guinea,2008,570.742
Eritrea,2008,625.731
Estonia,2008,74.412
Eswatini,2008,441.749
Ethiopia,2008,575.916
Europe (UN),2008,758.491
Falkland Islands,2008,769.851
Faroe Islands,2008,780.189
Fiji,2008,669.346
Finland,2008,79.695
France,2008,81.049
French Guiana,2008,754.224
French Polynesia,2008,803.014
Gabon,2008,630.829
Gambia,2008,600.817
Georgia,2008,713.323
Germany,2008,798.261
Ghana,2008,60.49
Gibraltar,2008,801.296
Greece,2008,80.049
Greenland,2008,703.975
Grenada,2008,746.558
Guadeloupe,2008,798.596
Guam,2008,77.185
Guatemala,2008,703.556
Guernsey,2008,827.282
Guinea,2008,56.044
Guinea-Bissau,2008,546.462
Guyana,2008,66.288
Haiti,2008,613.322
High-income countries,2008,794.636
Honduras,2008,704.414
Hong Kong,2008,823.626
Hungary,2008,739.576
Iceland,2008,813.883
India,2008,66.149
Indonesia,2008,682.261
Iran,2008,726.244
Iraq,2008,649.421
Ireland,2008,797.625
Isle of Man,2008,784.487
Israel,2008,810.552
Italy,2008,816.466
Jamaica,2008,716.122
Japan,2008,826.382
Jersey,2008,804.116
Jordan,2008,73.591
Kazakhstan,2008,667.018
Kenya,2008,596.141
Kiribati,2008,648.335
Kosovo,2008,77.392
Kuwait,2008,771.455
Kyrgyzstan,2008,672.492
Land-locked Developing Countries (LLDC),2008,589.636
Laos,2008,626.029
Latin America and the Caribbean (UN),2008,732.759
Latvia,2008,720.358
Least developed countries,2008,591.136
Lebanon,2008,775.844
Lesotho,2008,435.657
Less developed regions,2008,675.783
"Less developed regions, excluding China",2008,655.018
"Less developed regions, excluding least developed countries",2008,692.537
Liberia,2008,587.717
Libya,2008,722.687
Liechtenstein,2008,828.849
Lithuania,2008,72.417
Low-income countries,2008,57.977
Lower-middle-income countries,2008,649.001
Luxembourg,2008,804.718
Macao,2008,828.933
Madagascar,2008,621.418
Malawi,2008,546.036
Malaysia,2008,742.502
Maldives,2008,765.428
Mali,2008,552.907
Malta,2008,800.945
Marshall Islands,2008,632.355
Martinique,2008,80.713
Mauritania,2008,62.399
Mauritius,2008,733.384
Mayotte,2008,768.222
Mexico,2008,741.524
Micronesia (country),2008,711.373
Middle-income countries,2008,683.053
Moldova,2008,693.936
Monaco,2008,831.918
Mongolia,2008,663.821
Montenegro,2008,75.305
Montserrat,2008,76.052
More developed regions,2008,772.959
Morocco,2008,700.481
Mozambique,2008,531.639
Myanmar,2008,565.056
Namibia,2008,546.529
Nauru,2008,58.833
Nepal,2008,664.207
Netherlands,2008,803.766
New Caledonia,2008,775.789
New Zealand,2008,802.908
Nicaragua,2008,705.863
Niger,2008,56.508
Nigeria,2008,502.251
Niue,2008,676.242
No income group available,2008,723.674
North Korea,2008,689.578
North Macedonia,2008,745.326
Northern America (UN),2008,78.443
Northern Mariana Islands,2008,775.061
Norway,2008,80.678
Oceania (UN),2008,767.775
Oman,2008,746.115
Pakistan,2008,64.036
Palau,2008,66.207
Palestine,2008,724.131
Panama,2008,762.247
Papua New Guinea,2008,625.708
Paraguay,2008,713.838
Peru,2008,733.772
Philippines,2008,705.638
Poland,2008,755.842
Portugal,2008,795.613
Puerto Rico,2008,778.407
Qatar,2008,774.272
Reunion,2008,789.197
Romania,2008,736.078
Russia,2008,684.943
Rwanda,2008,611.342
Saint Barthelemy,2008,78.194
Saint Helena,2008,757.706
Saint Kitts and Nevis,2008,713.738
Saint Lucia,2008,726.977
Saint Martin (French part),2008,780.682
Saint Pierre and Miquelon,2008,780.937
Saint Vincent and the Grenadines,2008,750.526
Samoa,2008,721.546
San Marino,2008,822.058
Sao Tome and Principe,2008,650.786
Saudi Arabia,2008,752.744
Senegal,2008,632.421
Serbia,2008,739.388
Seychelles,2008,723.969
Sierra Leone,2008,515.259
Singapore,2008,811.698
Sint Maarten (Dutch part),2008,757.418
Slovakia,2008,748.642
Slovenia,2008,791.346
Small Island Developing States (SIDS),2008,703.484
Solomon Islands,2008,684.039
Somalia,2008,511.198
South Africa,2008,560.222
South Korea,2008,800.441
South Sudan,2008,535.375
Spain,2008,812.902
Sri Lanka,2008,717.288
Sudan,2008,612.055
Suriname,2008,688.162
Sweden,2008,811.371
Switzerland,2008,819.664
Syria,2008,735.508
Taiwan,2008,783.201
Tajikistan,2008,676.884
Tanzania,2008,580.861
Thailand,2008,754.916
Togo,2008,566.948
Tokelau,2008,73.517
Tonga,2008,70.164
Trinidad and Tobago,2008,714.697
Tunisia,2008,751.846
Turkey,2008,744.501
Turkmenistan,2008,67.407
Turks and Caicos Islands,2008,766.325
Tuvalu,2008,639.483
Uganda,2008,55.823
Ukraine,2008,691.168
United Arab Emirates,2008,774.877
United Kingdom,2008,796.652
United States,2008,781.958
United States Virgin Islands,2008,731.479
Upper-middle-income countries,2008,731.524
Uruguay,2008,76.623
Uzbekistan,2008,687.646
Vanuatu,2008,696.019
Venezuela,2008,72.436
Vietnam,2008,73.411
Wallis and Futuna,2008,774.917
Western Sahara,2008,665.452
World,2008,693.014
Yemen,2008,669.629
Zambia,2008,539.449
Zimbabwe,2008,467.232
Afghanistan,2009,603.636
Africa (UN),2009,580.158
Albania,2009,77.781
Algeria,2009,736.196
American Samoa,2009,704.747
Andorra,2009,82.752
Angola,2009,557.516
Anguilla,2009,774.142
Antigua and Barbuda,2009,766.694
Argentina,2009,759.359
Armenia,2009,728.125
Aruba,2009,745.603
Asia (UN),2009,709.919
Australia,2009,817.661
Austria,2009,80.207
Azerbaijan,2009,693.556
Bahamas,2009,725.794
Bahrain,2009,784.613
Bangladesh,2009,674.032
Barbados,2009,75.678
Belarus,2009,710.939
Belgium,2009,79.847
Belize,2009,718.186
Benin,2009,579.557
Bermuda,2009,799.956
Bhutan,2009,67.897
Bolivia,2009,658.803
Bonaire Sint Eustatius and Saba,2009,756.051
Bosnia and Herzegovina,2009,769.764
Botswana,2009,582.791
Brazil,2009,729.484
British Virgin Islands,2009,752.595
Brunei,2009,748.457
Bulgaria,2009,737.049
Burkina Faso,2009,559.595
Burundi,2009,563.882
Cambodia,2009,674.439
Cameroon,2009,561.019
Canada,2009,810.737
Cape Verde,2009,730.875
Cayman Islands,2009,752.471
Central African Republic,2009,486.476
Chad,2009,491.963
Chile,2009,787.409
China,2009,753.434
Colombia,2009,747.418
Comoros,2009,608.314
Congo,2009,610.883
Cook Islands,2009,731.861
Costa Rica,2009,786.721
Cote d'Ivoire,2009,543.938
Croatia,2009,763.923
Cuba,2009,775.483
Curacao,2009,742.904
Cyprus,2009,794.006
Czechia,2009,772.598
Democratic Republic of Congo,2009,558.363
Denmark,2009,789.565
Djibouti,2009,596.727
Dominica,2009,721.702
Dominican Republic,2009,71.871
East Timor,2009,648.539
Ecuador,2009,751.841
Egypt,2009,69.48
El Salvador,2009,715.756
Equatorial Guinea,2009,574.312
Eritrea,2009,633.284
Estonia,2009,751.919
Eswatini,2009,446.394
Ethiopia,2009,588.043
Europe (UN),2009,762.941
Falkland Islands,2009,774.657
Faroe Islands,2009,786.356
Fiji,2009,670.888
Finland,2009,79.831
France,2009,811.777
French Guiana,2009,756.897
French Polynesia,2009,806.646
Gabon,2009,633.032
Gambia,2009,604.267
Georgia,2009,719.498
Germany,2009,799.248
Ghana,2009,60.946
Gibraltar,2009,812.433
Greece,2009,802.994
Greenland,2009,703.486
Grenada,2009,750.363
Guadeloupe,2009,799.942
Guam,2009,770.937
Guatemala,2009,706.414
Guernsey,2009,819.961
Guinea,2009,563.481
Guinea-Bissau,2009,555.415
Guyana,2009,665.625
Haiti,2009,617.409
High-income countries,2009,79.764
Honduras,2009,709.113
Hong Kong,2009,825.886
Hungary,2009,741.794
Iceland,2009,815.565
India,2009,665.132
Indonesia,2009,684.936
Iran,2009,726.979
Iraq,2009,664.457
Ireland,2009,800.461
Isle of Man,2009,786.814
Israel,2009,815.756
Italy,2009,817.633
Jamaica,2009,721.238
Japan,2009,829.742
Jersey,2009,803.576
Jordan,2009,738.014
Kazakhstan,2009,672.789
Kenya,2009,603.649
Kiribati,2009,648.924
Kosovo,2009,776.654
Kuwait,2009,774.416
Kyrgyzstan,2009,677.835
Land-locked Developing Countries (LLDC),2009,596.964
Laos,2009,632.726
Latin America and the Caribbean (UN),2009,734.868
Latvia,2009,72.754
Least developed countries,2009,60.1
Lebanon,2009,778.892
Lesotho,2009,44.034
Less developed regions,2009,680.619
"Less developed regions, excluding China",2009,659.783
"Less developed regions, excluding least developed countries",2009,696.261
Liberia,2009,591.942
Libya,2009,723.555
Liechtenstein,2009,816.802
Lithuania,2009,731.775
Low-income countries,2009,587.361
Lower-middle-income countries,2009,653.699
Luxembourg,2009,806.129
Macao,2009,832.764
Madagascar,2009,627.343
Malawi,2009,554.476
Malaysia,2009,742.266
Maldives,2009,770.689
Mali,2009,558.745
Malta,2009,80.676
Marshall Islands,2009,632.295
Martinique,2009,809.931
Mauritania,2009,628.005
Mauritius,2009,736.335
Mayotte,2009,770.649
Mexico,2009,74.119
Micronesia (country),2009,711.122
Middle-income countries,2009,687.989
Moldova,2009,695.732
Monaco,2009,842.081
Mongolia,2009,667.658
Montenegro,2009,752.687
Montserrat,2009,742.972
More developed regions,2009,777.106
Morocco,2009,704.578
Mozambique,2009,537.876
Myanmar,2009,631.547
Namibia,2009,554.959
Nauru,2009,591.233
Nepal,2009,667.609
Netherlands,2009,80.66
New Caledonia,2009,778.581
New Zealand,2009,805.938
Nicaragua,2009,714.328
Niger,2009,573.961
Nigeria,2009,507.124
Niue,2009,679.359
No income group available,2009,725.136
North Korea,2009,697.317
North Macedonia,2009,747.186
Northern America (UN),2009,78.81
Northern Mariana Islands,2009,775.194
Norway,2009,808.669
Oceania (UN),2009,77.042
Oman,2009,746.814
Pakistan,2009,64.14
Palau,2009,659.182
Palestine,2009,726.076
Panama,2009,763.429
Papua New Guinea,2009,627.882
Paraguay,2009,716.345
Peru,2009,734.661
Philippines,2009,706.334
Poland,2009,757.811
Portugal,2009,797.706
Puerto Rico,2009,778.767
Qatar,2009,778.776
Reunion,2009,792.495
Romania,2009,74.029
Russia,2009,692.116
Rwanda,2009,619.578
Saint Barthelemy,2009,783.585
Saint Helena,2009,761.304
Saint Kitts and Nevis,2009,713.927
Saint Lucia,2009,727.222
Saint Martin (French part),2009,78.236
Saint Pierre and Miquelon,2009,767.002
Saint Vincent and the Grenadines,2009,750.826
Samoa,2009,700.663
San Marino,2009,824.928
Sao Tome and Principe,2009,651.157
Saudi Arabia,2009,754.313
Senegal,2009,639.231
Serbia,2009,740.376
Seychelles,2009,726.881
Sierra Leone,2009,526.256
Singapore,2009,814.555
Sint Maarten (Dutch part),2009,754.414
Slovakia,2009,75.217
Slovenia,2009,792.704
Small Island Developing States (SIDS),2009,706.697
Solomon Islands,2009,684.656
Somalia,2009,518.533
South Africa,2009,574.474
South Korea,2009,805.759
South Sudan,2009,538.912
Spain,2009,816.408
Sri Lanka,2009,691.873
Sudan,2009,626.439
Suriname,2009,695.048
Sweden,2009,813.631
Switzerland,2009,81.985
Syria,2009,738.527
Taiwan,2009,788.021
Tajikistan,2009,680.386
Tanzania,2009,588.937
Thailand,2009,758.416
Togo,2009,570.106
Tokelau,2009,736.982
Tonga,2009,700.121
Trinidad and Tobago,2009,73.126
Tunisia,2009,752.667
Turkey,2009,747.653
Turkmenistan,2009,679.583
Turks and Caicos Islands,2009,771.637
Tuvalu,2009,639.485
Uganda,2009,564.881
Ukraine,2009,702.472
United Arab Emirates,2009,78.003
United Kingdom,2009,801.668
United States,2009,78.564
United States Virgin Islands,2009,732.627
Upper-middle-income countries,2009,736.355
Uruguay,2009,767.384
Uzbekistan,2009,688.705
Vanuatu,2009,696.526
Venezuela,2009,725.788
Vietnam,2009,734.982
Wallis and Futuna,2009,771.671
Western Sahara,2009,670.386
World,2009,697.965
Yemen,2009,671.964
Zambia,2009,553.004
Zimbabwe,2009,480.625
Afghanistan,2010,608.508
Africa (UN),2010,58.608
Albania,2010,779.359
Algeria,2010,738.081
American Samoa,2010,720.701
Andorra,2010,828.156
Angola,2010,567.258
Anguilla,2010,777.357
Antigua and Barbuda,2010,768.195
Argentina,2010,757.208
Armenia,2010,731.597
Aruba,2010,754.039
Asia (UN),2010,713.472
Australia,2010,82.055
Austria,2010,804.643
Azerbaijan,2010,695.291
Bahamas,2010,727.314
Bahrain,2010,78.748
Bangladesh,2010,686.384
Barbados,2010,757.115
Belarus,2010,711.219
Belgium,2010,80.033
Belize,2010,722.716
Benin,2010,583.627
Bermuda,2010,804.985
Bhutan,2010,684.298
Bolivia,2010,661.624
Bonaire Sint Eustatius and Saba,2010,752.724
Bosnia and Herzegovina,2010,770.729
Botswana,2010,600.133
Brazil,2010,731.821
British Virgin Islands,2010,754.278
Brunei,2010,748.492
Bulgaria,2010,738.348
Burkina Faso,2010,564.768
Burundi,2010,570.809
Cambodia,2010,677.123
Cameroon,2010,56.582
Canada,2010,813.469
Cape Verde,2010,734.986
Cayman Islands,2010,757.619
Central African Republic,2010,492.549
Chad,2010,495.843
Chile,2010,785.015
China,2010,755.991
Colombia,2010,750.327
Comoros,2010,611.233
Congo,2010,616.833
Cook Islands,2010,735.127
Costa Rica,2010,786.704
Cote d'Ivoire,2010,550.225
Croatia,2010,768.049
Cuba,2010,77.661
Curacao,2010,748.064
Cyprus,2010,79.665
Czechia,2010,775.703
Democratic Republic of Congo,2010,564.167
Denmark,2010,792.459
Djibouti,2010,602.587
Dominica,2010,715.499
Dominican Republic,2010,720.933
East Timor,2010,653.036
Ecuador,2010,754.301
Egypt,2010,696.638
El Salvador,2010,718.478
Equatorial Guinea,2010,578.777
Eritrea,2010,637.866
Estonia,2010,757.485
Eswatini,2010,466.191
Ethiopia,2010,59.73
Europe (UN),2010,765.463
Falkland Islands,2010,777.223
Faroe Islands,2010,772.458
Fiji,2010,673.276
Finland,2010,800.117
France,2010,814.275
French Guiana,2010,75.802
French Polynesia,2010,810.392
Gabon,2010,638.977
Gambia,2010,607.166
Georgia,2010,721.277
Germany,2010,800.864
Ghana,2010,611.571
Gibraltar,2010,80.958
Greece,2010,805.102
Greenland,2010,703.271
Grenada,2010,749.988
Guadeloupe,2010,805.196
Guam,2010,768.788
Guatemala,2010,708.783
Guernsey,2010,824.289
Guinea,2010,567.197
Guinea-Bissau,2010,562.295
Guyana,2010,66.743
Haiti,2010,460.185
High-income countries,2010,799.826
Honduras,2010,710.884
Hong Kong,2010,82.993
Hungary,2010,745.192
Iceland,2010,817.003
India,2010,669.086
Indonesia,2010,686.793
Iran,2010,730.691
Iraq,2010,670.622
Ireland,2010,805.226
Isle of Man,2010,789.829
Israel,2010,817.443
Italy,2010,821.371
Jamaica,2010,726.219
Japan,2010,829.193
Jersey,2010,802.917
Jordan,2010,739.996
Kazakhstan,2010,681.157
Kenya,2010,60.649
Kiribati,2010,650.161
Kosovo,2010,77.63
Kuwait,2010,779.817
Kyrgyzstan,2010,68.254
Land-locked Developing Countries (LLDC),2010,604.286
Laos,2010,639.731
Latin America and the Caribbean (UN),2010,731.946
Latvia,2010,729.538
Least developed countries,2010,605.229
Lebanon,2010,781.559
Lesotho,2010,455.955
Less developed regions,2010,683.973
"Less developed regions, excluding China",2010,663.382
"Less developed regions, excluding least developed countries",2010,699.534
Liberia,2010,594.331
Libya,2010,723.741
Liechtenstein,2010,819.987
Lithuania,2010,734.236
Low-income countries,2010,593.013
Lower-middle-income countries,2010,656.988
Luxembourg,2010,805.731
Macao,2010,831.091
Madagascar,2010,628.729
Malawi,2010,563.806
Malaysia,2010,744.423
Maldives,2010,776.573
Mali,2010,563.817
Malta,2010,818.134
Marshall Islands,2010,632.261
Martinique,2010,815.931
Mauritania,2010,631.049
Mauritius,2010,739.987
Mayotte,2010,773.114
Mexico,2010,741.901
Micronesia (country),2010,712.328
Middle-income countries,2010,691.105
Moldova,2010,693.569
Monaco,2010,846.304
Mongolia,2010,671.822
Montenegro,2010,761.387
Montserrat,2010,742.685
More developed regions,2010,779.313
Morocco,2010,708.288
Mozambique,2010,541.984
Myanmar,2010,633.294
Namibia,2010,560.153
Nauru,2010,596.402
Nepal,2010,668.138
Netherlands,2010,808.186
New Caledonia,2010,782.054
New Zealand,2010,811.019
Nicaragua,2010,72.009
Niger,2010,583.668
Nigeria,2010,509.448
Niue,2010,684.125
No income group available,2010,728.242
North Korea,2010,704.187
North Macedonia,2010,751.187
Northern America (UN),2010,790.256
Northern Mariana Islands,2010,774.287
Norway,2010,810.401
Oceania (UN),2010,77.361
Oman,2010,762.695
Pakistan,2010,644.361
Palau,2010,655.975
Palestine,2010,730.045
Panama,2010,764.479
Papua New Guinea,2010,630.395
Paraguay,2010,718.872
Peru,2010,737.106
Philippines,2010,707.542
Poland,2010,763.175
Portugal,2010,80.035
Puerto Rico,2010,78.01
Qatar,2010,784.251
Reunion,2010,798.905
Romania,2010,739.959
Russia,2010,69.386
Rwanda,2010,625.397
Saint Barthelemy,2010,785.143
Saint Helena,2010,765.035
Saint Kitts and Nevis,2010,712.705
Saint Lucia,2010,727.196
Saint Martin (French part),2010,784.058
Saint Pierre and Miquelon,2010,767.609
Saint Vincent and the Grenadines,2010,747.184
Samoa,2010,722.488
San Marino,2010,826.838
Sao Tome and Principe,2010,652.486
Saudi Arabia,2010,757.629
Senegal,2010,646.154
Serbia,2010,743.753
Seychelles,2010,729.703
Sierra Leone,2010,536.932
Singapore,2010,81.691
Sint Maarten (Dutch part),2010,75.132
Slovakia,2010,75.495
Slovenia,2010,797.039
Small Island Developing States (SIDS),2010,671.929
Solomon Islands,2010,687.318
Somalia,2010,50.563
South Africa,2010,588.987
South Korea,2010,80.763
South Sudan,2010,548.118
Spain,2010,820.214
Sri Lanka,2010,73.215
Sudan,2010,630.161
Suriname,2010,698.945
Sweden,2010,815.187
